time,beuti
2004-10-15T00:00:00Z,2.511
2004-11-15T00:00:00Z,9.429
2004-12-15T00:00:00Z,2.098
2005-01-15T00:00:00Z,-3.713
2005-02-15T00:00:00Z,-0.148
2005-03-15T00:00:00Z,3.883
2005-04-15T00:00:00Z,14.673
2005-05-15T00:00:00Z,6.595
2005-06-15T00:00:00Z,22.635
2005-07-15T00:00:00Z,17.63
2005-08-15T00:00:00Z,14.45
2005-09-15T00:00:00Z,13.905
2005-10-15T00:00:00Z,5.216
2005-11-15T00:00:00Z,4.768
2005-12-15T00:00:00Z,0.62
2006-01-15T00:00:00Z,0.436
2006-02-15T00:00:00Z,7.256
2006-03-15T00:00:00Z,3.812
2006-04-15T00:00:00Z,16.844
2006-05-15T00:00:00Z,26.808
2006-06-15T00:00:00Z,20.094
2006-07-15T00:00:00Z,17.093
2006-08-15T00:00:00Z,17.761
2006-09-15T00:00:00Z,15.677
2006-10-15T00:00:00Z,2.139
2006-11-15T00:00:00Z,0.677
2006-12-15T00:00:00Z,2.333
2007-01-15T00:00:00Z,13.363
2007-02-15T00:00:00Z,14.716
2007-03-15T00:00:00Z,26.715
2007-04-15T00:00:00Z,25.383
2007-05-15T00:00:00Z,34.307
2007-06-15T00:00:00Z,33.5
2007-07-15T00:00:00Z,12.17
2007-08-15T00:00:00Z,6.951
2007-09-15T00:00:00Z,8.099
2007-10-15T00:00:00Z,4.365
2007-11-15T00:00:00Z,9.757
2007-12-15T00:00:00Z,6.841
2008-01-15T00:00:00Z,0.173
2008-02-15T00:00:00Z,15.419
2008-03-15T00:00:00Z,26.171
2008-04-15T00:00:00Z,22.793
2008-05-15T00:00:00Z,40.162
2008-06-15T00:00:00Z,39.454
2008-07-15T00:00:00Z,13.561
2008-08-15T00:00:00Z,15.841
2008-09-15T00:00:00Z,4.644
2008-10-15T00:00:00Z,8.455
2008-11-15T00:00:00Z,1.164
2008-12-15T00:00:00Z,6.34
2009-01-15T00:00:00Z,5.413
2009-02-15T00:00:00Z,-1.243
2009-03-15T00:00:00Z,26.478
2009-04-15T00:00:00Z,27.489
2009-05-15T00:00:00Z,26.164
2009-06-15T00:00:00Z,15.854
2009-07-15T00:00:00Z,13.123
2009-08-15T00:00:00Z,5.684
2009-09-15T00:00:00Z,3.422
2009-10-15T00:00:00Z,9.848
2009-11-15T00:00:00Z,7.944
2009-12-15T00:00:00Z,-1.357
2010-01-15T00:00:00Z,-2.49
2010-02-15T00:00:00Z,0.826
2010-03-15T00:00:00Z,8.798
2010-04-15T00:00:00Z,20.924
2010-05-15T00:00:00Z,18.487
2010-06-15T00:00:00Z,31.701
2010-07-15T00:00:00Z,26.393
2010-08-15T00:00:00Z,18.372
2010-09-15T00:00:00Z,5.376
2010-10-15T00:00:00Z,4.444
2010-11-15T00:00:00Z,6.146
2010-12-15T00:00:00Z,-3.95
2011-01-15T00:00:00Z,5.237
2011-02-15T00:00:00Z,7.107
2011-03-15T00:00:00Z,-1.285
2011-04-15T00:00:00Z,16.158
2011-05-15T00:00:00Z,24.877
2011-06-15T00:00:00Z,26.033
2011-07-15T00:00:00Z,18.616
2011-08-15T00:00:00Z,12.855
2011-09-15T00:00:00Z,4.337
2011-10-15T00:00:00Z,3.399
2011-11-15T00:00:00Z,3.759
2011-12-15T00:00:00Z,11.095
2012-01-15T00:00:00Z,2.599
2012-02-15T00:00:00Z,20.855
2012-03-15T00:00:00Z,-0.643
2012-04-15T00:00:00Z,9.997
2012-05-15T00:00:00Z,32.041
2012-06-15T00:00:00Z,29.181
2012-07-15T00:00:00Z,17.74
2012-08-15T00:00:00Z,8.836
2012-09-15T00:00:00Z,5.24
2012-10-15T00:00:00Z,1.631
2012-11-15T00:00:00Z,-0.22
2012-12-15T00:00:00Z,1.887
2013-01-15T00:00:00Z,7.699
2013-02-15T00:00:00Z,21.821
2013-03-15T00:00:00Z,17.677
2013-04-15T00:00:00Z,41.843
2013-05-15T00:00:00Z,22.949
2013-06-15T00:00:00Z,26.28
2013-07-15T00:00:00Z,22.459
2013-08-15T00:00:00Z,8.687
2013-09-15T00:00:00Z,4.653
2013-10-15T00:00:00Z,10.806
2013-11-15T00:00:00Z,5.993
2013-12-15T00:00:00Z,10.575
2014-01-15T00:00:00Z,0.965
2014-02-15T00:00:00Z,1.423
2014-03-15T00:00:00Z,3.836
2014-04-15T00:00:00Z,10.452
2014-05-15T00:00:00Z,22.189
2014-06-15T00:00:00Z,34.233
2014-07-15T00:00:00Z,7.378
2014-08-15T00:00:00Z,11.138
2014-09-15T00:00:00Z,3.164
2014-10-15T00:00:00Z,0.632
2014-11-15T00:00:00Z,0.025
2014-12-15T00:00:00Z,0.356
2015-01-15T00:00:00Z,0.416
2015-02-15T00:00:00Z,1.166
2015-03-15T00:00:00Z,5.11
2015-04-15T00:00:00Z,22.211
2015-05-15T00:00:00Z,27.514
2015-06-15T00:00:00Z,17.491
2015-07-15T00:00:00Z,6.59
2015-08-15T00:00:00Z,5.085
2015-09-15T00:00:00Z,4.097
2015-10-15T00:00:00Z,0.957
2015-11-15T00:00:00Z,1.766
2015-12-15T00:00:00Z,1.275
2016-01-15T00:00:00Z,-5.571
2016-02-15T00:00:00Z,0.759
2016-03-15T00:00:00Z,2.094
2016-04-15T00:00:00Z,13.095
2016-05-15T00:00:00Z,19.51
2016-06-15T00:00:00Z,19.4
2016-07-15T00:00:00Z,20.05
2016-08-15T00:00:00Z,8.25
2016-09-15T00:00:00Z,10.373
2016-10-15T00:00:00Z,1.013
2016-11-15T00:00:00Z,0.007
2016-12-15T00:00:00Z,3.118
2017-01-15T00:00:00Z,-0.16
2017-02-15T00:00:00Z,-1.422
2017-03-15T00:00:00Z,3.607
2017-04-15T00:00:00Z,8.559
2017-05-15T00:00:00Z,30.684
2017-06-15T00:00:00Z,20.73
2017-07-15T00:00:00Z,24.207
2017-08-15T00:00:00Z,8.977
2017-09-15T00:00:00Z,6.09
2017-10-15T00:00:00Z,10.005
2017-11-15T00:00:00Z,-0.466
2017-12-15T00:00:00Z,3.236
2018-01-15T00:00:00Z,-0.251
2018-02-15T00:00:00Z,17.288
2018-03-15T00:00:00Z,2.576
2018-04-15T00:00:00Z,11.541
2018-05-15T00:00:00Z,29.461
2018-06-15T00:00:00Z,33.899
2018-07-15T00:00:00Z,17.698
2018-08-15T00:00:00Z,15.679
2018-09-15T00:00:00Z,13.525
2018-10-15T00:00:00Z,4.326
2018-11-15T00:00:00Z,5.091
2018-12-15T00:00:00Z,2.228
2019-01-15T00:00:00Z,-4.101
2019-02-15T00:00:00Z,4.299
2019-03-15T00:00:00Z,2.753
2019-04-15T00:00:00Z,20.871
2019-05-15T00:00:00Z,17.315
2019-06-15T00:00:00Z,39.943
2019-07-15T00:00:00Z,27.213
2019-08-15T00:00:00Z,11.442
2019-09-15T00:00:00Z,9.937
2019-10-15T00:00:00Z,6.361
2019-11-15T00:00:00Z,6.422
2019-12-15T00:00:00Z,-2.968
2020-01-15T00:00:00Z,2.827
2020-02-15T00:00:00Z,22.093
2020-03-15T00:00:00Z,11.349
2020-04-15T00:00:00Z,15.231
2020-05-15T00:00:00Z,16.398
2020-06-15T00:00:00Z,27.05
2020-07-15T00:00:00Z,21.492
2020-08-15T00:00:00Z,16.289
2020-09-15T00:00:00Z,4.839
2020-10-15T00:00:00Z,8.4
2020-11-15T00:00:00Z,7.688
2020-12-15T00:00:00Z,6.203
2021-01-15T00:00:00Z,3.997
2021-02-15T00:00:00Z,22.337
2021-03-15T00:00:00Z,21.203
2021-04-15T00:00:00Z,37.21
2021-05-15T00:00:00Z,57.187
2021-06-15T00:00:00Z,25.68
2021-07-15T00:00:00Z,38.577
2021-08-15T00:00:00Z,20.228
2021-09-15T00:00:00Z,9.382
2021-10-15T00:00:00Z,6.241
2021-11-15T00:00:00Z,0.921
2021-12-15T00:00:00Z,-1.476
2022-01-15T00:00:00Z,-0.337
2022-02-15T00:00:00Z,14.33
2022-03-15T00:00:00Z,14.988
2022-04-15T00:00:00Z,30.138
2022-05-15T00:00:00Z,32.755
2022-06-15T00:00:00Z,19.116
2022-07-15T00:00:00Z,17.777
2022-08-15T00:00:00Z,11.966
2022-09-15T00:00:00Z,7.028
2022-10-15T00:00:00Z,8.392
2022-11-15T00:00:00Z,2.981
2022-12-15T00:00:00Z,-1.669
2023-01-15T00:00:00Z,-1.775
2023-02-15T00:00:00Z,13.257
2023-03-15T00:00:00Z,4.83
2023-04-15T00:00:00Z,18.912
2023-05-15T00:00:00Z,23.983
2023-06-15T00:00:00Z,25.376
2023-07-15T00:00:00Z,26.854
2023-08-15T00:00:00Z,14.553
2023-09-15T00:00:00Z,8.066
2023-10-15T00:00:00Z,3.842
2023-11-15T00:00:00Z,-0.005
2023-12-15T00:00:00Z,-1.088
