"","stock_code","brood_year","age","Mat.Rate","Marine.Survival","Stock.Country","stock_name","area","ecoregion","RunType","Hatchery","Age","Wild","Code","Code2","calendar_year","location","sst_winter","sst_spring","Beuti_sti","Beuti_sti_scale","Beuti_tumi","Beuti_tumi_scale","BI","stand_BI","pdo_spring","pdo_winter","region"
"23","ATN",2010,2,0.0025,0.03257474,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2011,"45N",-0.660575546405558,-0.0414189218085984,87,0.181534078273555,489.949,0.341212405743799,0.446511628,-0.14342944186973,-0.544977373033566,-1.1806261057585,"Salish Sea"
"24","ATN",2011,2,0,0.058825247,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2012,"45N",-0.960355661602417,-0.0464597565717371,117,1.09793206955833,428.184,0.0722345545554099,0.330232558,-0.85047599015188,-1.1352859929146,-1.28196945404104,"Salish Sea"
"25","ATN",2012,2,0.002,0.031883949,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2013,"45N",-0.625515836152253,0.511516082863139,96,0.456453475658988,349.689,-0.26960008365446,0.576744186,0.648462689774037,-0.412157933560333,-1.00960920553172,"Salish Sea"
"26","ATN",2013,2,0.0057,0.009111182,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2014,"45N",-0.702504076875735,1.26664919988783,97,0.48700007536848,199.479,-0.923743417694902,0.325581395,-0.878757853299286,0.668106840821959,0.0386610532658039,"Salish Sea"
"27","ATN",2014,2,0.0441,0.014437722,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2015,"45N",2.75301174844701,2.1724689626693,101,0.60918647420645,396.226,-0.0669380216330227,0.413953488,-0.341402477820972,0.871763314680915,1.63798576834964,"Salish Sea"
"28","ATN",2015,2,2e-04,0.01873672,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2016,"45N",1.87037888557907,2.58417681278593,74,-0.215571717949847,400.823,-0.0469187359224582,0.237209302,-1.4161132287776,1.51224816725184,1.3972953161786,"Salish Sea"
"29","ATN",2016,2,0.0026,0.014023824,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2017,"45N",0.129544339517016,1.10626316488517,116,1.06738546984884,473.228,0.26839481245114,0.479069767,0.0545435880009114,0.671058383921364,0.269850566535348,"Salish Sea"
"30","ATN",2017,2,0,0.019107768,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2018,"45N",0.559128763324464,1.43758205024297,103,0.670279673625435,419.665,0.0351355127959363,0.762790698,1.77973716702548,-0.302950838882342,0.121002523745368,"Salish Sea"
"31","ATN",2018,2,3e-04,0.00990396,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2019,"45N",0.668499282509399,0.927742852150524,107,0.792466072463405,481.885,0.306094824719219,0.846511628,2.28881067935638,0.355243272285011,-0.205196378539058,"Salish Sea"
"32","ATN",2019,2,0.0146,0.008508486,"CA","Atnarko","North/Central BC",2,"Summer/Fall","Snootli","Age 0","Hatchery",2,16,2020,"45N",-0.394565503250554,1.11559835776812,38,-1.31524930749158,606.501,0.848779903707194,0.744186047,1.66660972051645,-0.497752683443083,-1.2122959020968,"Salish Sea"
"33","BQR",1974,2,0.0418,0.251423449,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1975,"45N",-0.939388184476981,-1.04411262802686,NA,NA,NA,NA,0.613953488,0.874717582792085,-1.34779709607177,-0.582066954964753,"Salish Sea"
"34","BQR",1975,2,0.0363,0.093498485,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1976,"45N",-1.32123877872852,-0.975107603761456,NA,NA,NA,NA,0.525581395,0.337362207313771,-0.872598657067539,-0.819590427501956,"Salish Sea"
"35","BQR",1976,2,0.0564,0.206208487,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1977,"45N",0.841848344811929,-0.0870075620725758,NA,NA,NA,NA,0.381395349,-0.539375507691614,0.0659920485433043,1.32445478460053,"Salish Sea"
"36","BQR",1977,2,0.043,0.038175082,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1978,"45N",0.613506580773079,1.05693252716998,NA,NA,NA,NA,0.437209302,-0.199993168164542,0.898327202575562,1.04576057682354,"Salish Sea"
"37","BQR",1978,2,0.025,0.020545686,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1979,"45N",-1.60739328422688,0.123418503812295,NA,NA,NA,NA,0.586046512,0.70502641606885,0.467401910062407,-0.487057565949872,"Salish Sea"
"38","BQR",1979,2,0.034,0.008875017,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1980,"45N",0.138264750280157,0.463156711752558,NA,NA,NA,NA,0.386046512,-0.511093644544208,0.476256539360623,0.656222081862532,"Salish Sea"
"39","BQR",1980,2,0.0491,0.008258661,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1981,"45N",1.00392752627082,0.435744926545203,NA,NA,NA,NA,0.311627907,-0.963603436660904,1.50339353795362,1.40996323471392,"Salish Sea"
"40","BQR",1981,2,0.0533,0.018614507,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1982,"45N",-0.863453186835536,-0.698601987852723,NA,NA,NA,NA,0.669767442,1.21409992839976,-0.586298976425238,0.114668564477709,"Salish Sea"
"41","BQR",1982,2,0.0426,0.029859714,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1983,"45N",0.874905634148351,1.51802664021625,NA,NA,NA,NA,0.213953488,-1.55752253843403,1.50044199485422,1.23894633448714,"Salish Sea"
"42","BQR",1983,2,0.0353,0.02632434,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1984,"45N",0.264271833648903,-0.169857084157089,NA,NA,NA,NA,0.186046512,-1.72721370515727,0.78321702169876,1.5904810738422,"Salish Sea"
"43","BQR",1984,2,0.0224,0.004213143,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1985,"45N",-0.725451620161248,-0.0679162101775377,NA,NA,NA,NA,0.730232558,1.58176413107423,-0.128809796017437,0.577047591016797,"Salish Sea"
"44","BQR",1985,2,0.0187,0.004419945,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1986,"45N",-0.397765059936942,0.358248015117176,NA,NA,NA,NA,0.23255814,-1.44439508584441,1.06066207304285,1.58414711457454,"Salish Sea"
"45","BQR",1986,2,0.0329,0.013086464,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1987,"45N",0.677663448042647,0.586601194869503,NA,NA,NA,NA,0.339534884,-0.793912263857068,0.933745719768424,1.612649931279,"Salish Sea"
"46","BQR",1987,2,0.034,0.005237092,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1988,"45N",-0.0811433334766246,0.246176026976279,14,-2.0483677005194,370.498,-0.178979827759063,0.325581395,-0.878757853299286,0.541190487547536,0.634053224425726,"Salish Sea"
"47","BQR",1988,2,0.0495,0.011284785,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1989,"45N",-1.5739783187816,0.747712188942823,93,0.36481367653051,290.125,-0.528992890716472,0.553488372,0.507053380117607,0.181102229420106,-0.987440348094913,"Salish Sea"
"48","BQR",1989,2,0.0326,0.006867118,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1990,"45N",-0.580138763256119,0.590821614947067,75,-0.185025118240355,515.962,0.454495346615871,0.497674419,0.167671040590536,0.0571374192450888,-0.673909364345805,"Salish Sea"
"49","BQR",1990,2,0.0343,0.007739765,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1991,"45N",-0.78721164637953,-0.00129597391279151,97,0.48700007536848,424.499,0.056186900032149,0.506976744,0.224234760804748,-1.3625548115688,-1.00960920553172,"Salish Sea"
"50","BQR",1991,2,0.0887,0.004095802,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1992,"45N",1.13800416294314,2.04264978419411,64,-0.521037715044772,138.028,-1.19135384323328,0.334883721,-0.822194127004474,1.16396608152203,0.374360894451717,"Salish Sea"
"51","BQR",1992,2,0.0459,0.001167714,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1993,"45N",-0.295810410132496,1.65493059394775,122,1.25066506810579,116.863,-1.28352442884652,0.102325581,-2.23628722356877,1.69819538251436,0.250848688732372,"Salish Sea"
"52","BQR",1993,2,0.0947,0.005762428,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1994,"45N",0.926916416888083,1.13460455501388,61,-0.61267751417325,164.099,-1.07781832055324,0.530232558,0.365644070461178,0.60612443573445,0.71639469490529,"Salish Sea"
"53","BQR",1994,2,0.0357,0.004021343,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1995,"45N",0.568809657776468,1.28277570496155,78,-0.0933853191118773,191.499,-0.958495190583809,0.437209302,-0.199993168164542,0.980970409358907,0.136837421914514,"Salish Sea"
"54","BQR",1995,2,0.0234,0.002297756,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1996,"45N",0.843500027303104,0.701166245605441,116,1.06738546984884,173.086,-1.03868120489502,0.279069767,-1.16157647261215,1.62735834812864,1.16610580290906,"Salish Sea"
"55","BQR",1996,2,0.061,0.003844046,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1997,"45N",0.0800270114901585,1.80255213015099,88,0.212080677983048,47.069,-1.58746744100296,0.372093023,-0.595939233986426,1.70705001181258,0.61188436698892,"Salish Sea"
"56","BQR",1997,2,0.0425,0.005616301,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1998,"45N",2.34646223134246,1.99306459817246,82,0.0288010797260927,166.374,-1.06791101687877,0.404651163,-0.397966198035184,-0.196695287303756,1.47963678665817,"Salish Sea"
"57","BQR",1998,2,0.0423,0.005292572,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,1999,"45N",-0.219833529440946,-0.706626897906369,87,0.181534078273555,518.552,0.465774430799113,0.404651163,-0.397966198035184,-1.6518060353105,-0.69924520141644,"Salish Sea"
"58","BQR",1999,2,0.0442,0.004810829,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2000,"45N",-0.144218949980348,0.563286904883081,77,-0.12393191882137,334.433,-0.336037808866636,0.362790698,-0.652502954200638,-0.344272442274014,-1.05394692040533,"Salish Sea"
"59","BQR",2000,2,0.0573,0.002697927,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2001,"45N",0.158452894332203,-0.278498621829778,32,-1.49852890574853,682.848,1.18126030530486,0.655813953,1.12925433895754,-0.769294648588358,0.276184525803007,"Salish Sea"
"60","BQR",2001,2,0.0217,0.006747641,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2002,"45N",-0.850065000071359,-0.588799645807666,37,-1.34579590720107,941.395,2.30719597261166,0.604651163,0.818153862577873,-0.825373967477057,-0.756250834825369,"Salish Sea"
"61","BQR",2002,2,0.1174,0.005413475,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2003,"45N",1.05128312361967,1.22282065128608,115,1.03683887013934,247.014,-0.716735206632972,0.660465116,1.15753620210495,0.313921668893338,1.42579813288307,"Salish Sea"
"62","BQR",2003,2,0.0487,0.013023663,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2004,"45N",0.142374942117247,2.0206313556851,56,-0.765410512720712,276.795,-0.587043157960724,0.488372093,0.111107314295724,0.417225677372519,-0.0310124986784423,"Salish Sea"
"63","BQR",2004,2,0.0102,0.001586482,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2005,"45N",0.615622831083799,1.75541399574452,105,0.73137287304442,212.501,-0.867034446948116,0.48372093,0.0828254511483175,1.00458275415415,0.428199548226817,"Salish Sea"
"64","BQR",2005,2,0.126,0.00743935,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2006,"45N",0.426675544508289,0.424370371376029,104,0.700826273334927,535.367,0.539001380815024,0.651162791,1.10097248189073,0.0630405054438991,0.314188281408959,"Salish Sea"
"65","BQR",2006,2,0.0552,0.007428151,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2007,"45N",-0.382362889450639,-0.0190633083576659,69,-0.36830471649731,418.205,0.0287774190092439,0.386046512,-0.511093644544208,0.0276219882510371,-0.534562260457313,"Salish Sea"
"66","BQR",2007,2,0.0834,0.005321655,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2008,"45N",-1.59507041725243,-1.59733972230205,11,-2.14000749964787,906.593,2.15563817811545,0.562790698,0.56361710641242,-1.28286314788486,-1.07928275747596,"Salish Sea"
"67","BQR",2008,2,0.0467,0.005576299,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2009,"45N",-1.90613839987886,-0.495042774573303,6,-2.29274049819534,755.243,1.49653030509088,0.739534884,1.63832785736905,-0.993611924143151,-1.53216084511356,"Salish Sea"
"68","BQR",2009,2,0.0977,0.004233204,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2010,"45N",0.866870512309286,0.414584682929116,94,0.395360276240003,406.225,-0.0233937889116966,0.246511628,-1.35954950248279,-0.0284573306376611,0.301520362873642,"Salish Sea"
"69","BQR",2010,2,0.0203,0.003965871,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2011,"45N",-0.660575546405558,-0.0414189218085984,87,0.181534078273555,489.949,0.341212405743799,0.446511628,-0.14342944186973,-0.544977373033566,-1.1806261057585,"Salish Sea"
"70","BQR",2011,2,0.0629,0.015765202,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2012,"45N",-0.960355661602417,-0.0464597565717371,117,1.09793206955833,428.184,0.0722345545554099,0.330232558,-0.85047599015188,-1.1352859929146,-1.28196945404104,"Salish Sea"
"71","BQR",2012,2,0.031,0.010023699,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2013,"45N",-0.625515836152253,0.511516082863139,96,0.456453475658988,349.689,-0.26960008365446,0.576744186,0.648462689774037,-0.412157933560333,-1.00960920553172,"Salish Sea"
"72","BQR",2013,2,0.1524,0.006606441,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2014,"45N",-0.702504076875735,1.26664919988783,97,0.48700007536848,199.479,-0.923743417694902,0.325581395,-0.878757853299286,0.668106840821959,0.0386610532658039,"Salish Sea"
"73","BQR",2014,2,0.0619,0.011661896,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2015,"45N",2.75301174844701,2.1724689626693,101,0.60918647420645,396.226,-0.0669380216330227,0.413953488,-0.341402477820972,0.871763314680915,1.63798576834964,"Salish Sea"
"74","BQR",2015,2,0.1579,0.003997939,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2016,"45N",1.87037888557907,2.58417681278593,74,-0.215571717949847,400.823,-0.0469187359224582,0.237209302,-1.4161132287776,1.51224816725184,1.3972953161786,"Salish Sea"
"75","BQR",2016,2,0.1011,0.011107959,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2017,"45N",0.129544339517016,1.10626316488517,116,1.06738546984884,473.228,0.26839481245114,0.479069767,0.0545435880009114,0.671058383921364,0.269850566535348,"Salish Sea"
"76","BQR",2017,2,0.0659,0.011117242,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2018,"45N",0.559128763324464,1.43758205024297,103,0.670279673625435,419.665,0.0351355127959363,0.762790698,1.77973716702548,-0.302950838882342,0.121002523745368,"Salish Sea"
"77","BQR",2018,2,0.0277,0.011167299,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2019,"45N",0.668499282509399,0.927742852150524,107,0.792466072463405,481.885,0.306094824719219,0.846511628,2.28881067935638,0.355243272285011,-0.205196378539058,"Salish Sea"
"78","BQR",2019,2,0.0925,0.008572495,"CA","Big Qualicum River Fall","Strait of Georgia",2,"Fall","Big Qualicum","Age 0","Hatchery",2,16,2020,"45N",-0.394565503250554,1.11559835776812,38,-1.31524930749158,606.501,0.848779903707194,0.744186047,1.66660972051645,-0.497752683443083,-1.2122959020968,"Salish Sea"
"79","CHI",1981,2,0.1622,0.30550812,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1982,"45N",-0.863453186835536,-0.698601987852723,NA,NA,NA,NA,0.669767442,1.21409992839976,-0.586298976425238,0.114668564477709,"Salish Sea"
"80","CHI",1982,2,0.0487,0.05026121,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1983,"45N",0.874905634148351,1.51802664021625,NA,NA,NA,NA,0.213953488,-1.55752253843403,1.50044199485422,1.23894633448714,"Salish Sea"
"81","CHI",1983,2,0.0155,0.094609525,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1984,"45N",0.264271833648903,-0.169857084157089,NA,NA,NA,NA,0.186046512,-1.72721370515727,0.78321702169876,1.5904810738422,"Salish Sea"
"82","CHI",1984,2,0.0189,0.130915472,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1985,"45N",-0.725451620161248,-0.0679162101775377,NA,NA,NA,NA,0.730232558,1.58176413107423,-0.128809796017437,0.577047591016797,"Salish Sea"
"83","CHI",1985,2,0.0997,0.039773572,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1986,"45N",-0.397765059936942,0.358248015117176,NA,NA,NA,NA,0.23255814,-1.44439508584441,1.06066207304285,1.58414711457454,"Salish Sea"
"84","CHI",1986,2,0.0743,0.28635263,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1987,"45N",0.677663448042647,0.586601194869503,NA,NA,NA,NA,0.339534884,-0.793912263857068,0.933745719768424,1.612649931279,"Salish Sea"
"85","CHI",1987,2,0.0451,0.069014846,"CA","Chilliwack River Fall","Fraser River",2,"Fall","Chilliwack","Age 0","Hatchery",3,17,1988,"45N",-0.0811433334766246,0.246176026976279,14,-2.0483677005194,370.498,-0.178979827759063,0.325581395,-0.878757853299286,0.541190487547536,0.634053224425726,"Salish Sea"
