"","Estimate","Est.Error","Q2.5","Q97.5","stock_name","covariate_name","RunType","stock_code","area","ecoregion","Code","Code2","region"
"23",0.167168880547056,0.0844314387900389,0.0286196777725631,0.344426355066095,"Hoko Fall Fingerling","stand_BI","Fall","HOK","North Washington Coast",2,4,18,"Washington Coast"
"24",0.285301160799162,0.108290560315673,0.0728347216351941,0.479181692182637,"Harrison River","stand_BI","Fall","HAR","Fraser River",2,4,18,"Salish Sea"
"25",0.157351518803724,0.0891200641666849,0.0256600027420137,0.356470291865595,"Hanford Wild Brights","stand_BI","Fall","HAN","Upper Columbia River",2,2,16,"Columbia-Snake"
"26",0.174568181377779,0.0858147661159148,0.0311458662157432,0.353134644113601,"Green River Fingerling","stand_BI","Fall","GRN","South Puget Sound",1,4,18,"Salish Sea"
"27",0.457067584238038,0.0986912503889127,0.242305767029551,0.617785432593372,"George Adams Fall Fingerling","stand_BI","Summer/Fall","GAD","Hood Canal",1,2,16,"Salish Sea"
"28",0.415575572018803,0.148012015833333,0.0988514367890028,0.667652182482056,"Elwha River","stand_BI","Summer/Fall","ELW","Juan de Fuca",2,3,17,"Salish Sea"
"29",0.183306259707104,0.0887351781620431,0.0324387943531791,0.366482847821129,"Elk River","stand_BI","Fall","ELK","Mid Oregon Coast",3,3,17,"Oregon Coast"
"30",0.218386949264644,0.104452264295993,0.0422607235997264,0.428942606727264,"Cowlitz Fall Tule","stand_BI","Fall","CWF","Lower Columbia River",2,4,18,"Columbia-Snake"
"31",0.788953465196488,0.0617722953563917,0.636908138763711,0.881340163436862,"Cowichan River Fall","stand_BI","Fall","COW","Strait of Georgia",2,3,17,"Salish Sea"
"32",0.179112427169187,0.085178324971032,0.0335742644096945,0.355541522275701,"Chilliwack River Fall","stand_BI","Fall","CHI","Fraser River",2,3,17,"Salish Sea"
"33",0.477067387543723,0.101068094385991,0.234250972375541,0.631835429386233,"Big Qualicum River Fall","stand_BI","Fall","BQR","Strait of Georgia",2,2,16,"Salish Sea"
"34",0.231888876294291,0.0977546890337961,0.0528465780529837,0.41716805510993,"Atnarko","stand_BI","Summer/Fall","ATN","North/Central BC",2,2,16,"Salish Sea"
"35",0.237847235240753,0.09625515506627,0.0549607887584101,0.421782063422232,"Columbia Upriver Bright","Beuti_sti_scale","Fall","URB","Upper Columbia River",2,4,18,"Columbia-Snake"
"36",0.440694446437181,0.106592457480683,0.198231776552442,0.61573402287388,"Columbia River Summers","Beuti_sti_scale","Summer","SUM","Upper Columbia River",2,3,17,"Columbia-Snake"
"37",0.373288384325942,0.118463319203154,0.1224618254231,0.573314175801424,"Stillaguamish Fall Fingerling² ","Beuti_sti_scale","Summer","STL","Central Puget Sound",1,2,16,"Salish Sea"
"38",0.350575317141827,0.134140940757799,0.0885646288731451,0.608341198277767,"Skagit Summer Fingerling","Beuti_sti_scale","Summer","SSF","North Puget Sound",1,3,17,"Salish Sea"
"39",0.182038071660991,0.0977449358874607,0.0274571445556317,0.396010552266658,"Salmon River","Beuti_sti_scale","Fall","SRH","North Oregon Coast",3,4,18,"Oregon Coast"
"40",0.18969853396581,0.0882318897385061,0.0362851914526196,0.369270050031502,"South Puget Sound Fall Fingerling","Beuti_sti_scale","Fall","SPS","South Puget Sound",1,1,15,"Salish Sea"
"41",0.304630532537441,0.105019688691615,0.0958747582823792,0.499694903724703,"Spring Creek Tule","Beuti_sti_scale","Spring","SPR","Lower Columbia River",2,2,16,"Columbia-Snake"
"42",0.218602406143101,0.103283403739641,0.0391634109795491,0.424854560480815,"Tsoo-Yess Fall Fingerling","Beuti_sti_scale","Fall","SOO","North Washington Coast",2,1,15,"Washington Coast"
"43",0.211477550178137,0.103458626313557,0.0360473478861993,0.416125949770629,"Skykomish Fall Fingerling","Beuti_sti_scale","Fall","SKY","Central Puget Sound",1,1,15,"Salish Sea"
"44",0.227753194746029,0.111698293097462,0.0411907300056382,0.459234667543404,"Skagit Spring Fingerling","Beuti_sti_scale","Spring","SKF","North Puget Sound",1,2,16,"Salish Sea"
"45",0.167337978186473,0.0876662727122319,0.0274505319854347,0.355751173824037,"Lower Shuswap River Summer","Beuti_sti_scale","Summer","SHU","Fraser River",2,1,15,"Salish Sea"
"46",0.132715835267907,0.0698233839728757,0.0219292667776263,0.283833820683884,"Samish Fall Fingerling","Beuti_sti_scale","Fall","SAM","North Puget Sound",1,1,15,"Salish Sea"
"47",0.513929030848632,0.169674827023129,0.130415202482412,0.753978304252876,"Quinsam River Fall ","Beuti_sti_scale","Fall","QUI","Strait of Georgia",2,1,15,"Salish Sea"
"48",0.327402278984442,0.105961342222295,0.113739479980798,0.511299907500047,"Queets Fall Fingerling","Beuti_sti_scale","Fall","QUE","North Washington Coast",2,5,19,"Washington Coast"
"49",0.329263518172132,0.108328305017168,0.107870317618004,0.523740700065233,"Puntledge River Summer","Beuti_sti_scale","Summer","PPS","Strait of Georgia",2,5,19,"Salish Sea"
"50",0.621750509124365,0.168492028340588,0.224439877308957,0.926861241256318,"Phillips River Fall","Beuti_sti_scale","Fall","PHI","Strait of Georgia",2,4,18,"Salish Sea"
"51",0.350653396427096,0.125770788419447,0.0883654100858828,0.571433105618626,"Nooksack Spring Fingerling","Beuti_sti_scale","Spring","NSF","North Puget Sound",1,5,19,"Salish Sea"
"52",0.413044328550433,0.101251362535862,0.183306993955949,0.578021855418544,"Nisqually Fall Fingerling","Beuti_sti_scale","Fall","NIS","South Puget Sound",1,5,19,"Salish Sea"
"53",0.225601284504548,0.0997930456227453,0.0450458908495481,0.418107072991121,"Middle Shuswap","Beuti_sti_scale","Summer","MSH","Fraser River",2,5,19,"Salish Sea"
"54",0.409833390180189,0.132258777705794,0.132482979993623,0.651558058306729,"Lyons Ferry Fingerling","Beuti_sti_scale","Fall","LYF","Snake River",2,3,17,"Columbia-Snake"
"55",0.208216783815572,0.0959328831297549,0.0408392188878257,0.395354495554527,"Lewis River Wild","Beuti_sti_scale","Fall","LRW","Lower Columbia River",2,1,15,"Columbia-Snake"
"56",0.411952747692321,0.126759790508137,0.137760593941126,0.609765937632684,"Columbia Lower River Hatchery","Beuti_sti_scale","Fall","LRH","Lower Columbia River",2,5,19,"Columbia-Snake"
"57",0.253294329429759,0.111813399966643,0.0544193255841725,0.473043316006532,"Hoko Fall Fingerling","Beuti_sti_scale","Fall","HOK","North Washington Coast",2,4,18,"Washington Coast"
"58",0.202517492333953,0.0944511102448243,0.0378610957761976,0.393195879140036,"Harrison River","Beuti_sti_scale","Fall","HAR","Fraser River",2,4,18,"Salish Sea"
"59",0.151399353988968,0.0875896110839755,0.0218360237257315,0.351695370104095,"Hanford Wild Brights","Beuti_sti_scale","Fall","HAN","Upper Columbia River",2,2,16,"Columbia-Snake"
"60",0.24295402408429,0.0963097736257381,0.0624311937202703,0.422481338764695,"Green River Fingerling","Beuti_sti_scale","Fall","GRN","South Puget Sound",1,4,18,"Salish Sea"
"61",0.478804632695773,0.0928083791131577,0.260667409063218,0.619113909685186,"George Adams Fall Fingerling","Beuti_sti_scale","Summer/Fall","GAD","Hood Canal",1,2,16,"Salish Sea"
"62",0.399755709784465,0.136487774218914,0.0938931444432409,0.608608810859322,"Elwha River","Beuti_sti_scale","Summer/Fall","ELW","Juan de Fuca",2,3,17,"Salish Sea"
"63",0.193433032394947,0.092525876260371,0.0398379908894396,0.380773222125336,"Elk River","Beuti_sti_scale","Fall","ELK","Mid Oregon Coast",3,3,17,"Oregon Coast"
"64",0.23685254312398,0.105318560825184,0.0509060083340814,0.438147785868932,"Cowlitz Fall Tule","Beuti_sti_scale","Fall","CWF","Lower Columbia River",2,4,18,"Columbia-Snake"
"65",0.777407486459402,0.0527687197305993,0.648785780329069,0.849669149377566,"Cowichan River Fall","Beuti_sti_scale","Fall","COW","Strait of Georgia",2,3,17,"Salish Sea"
"66",0.136905431066894,0.0775186295825253,0.0204234707162886,0.317785484728759,"Chilliwack River Fall","Beuti_sti_scale","Fall","CHI","Fraser River",2,3,17,"Salish Sea"
"67",0.286833910733009,0.103728074996121,0.0755466589218045,0.471112238907492,"Big Qualicum River Fall","Beuti_sti_scale","Fall","BQR","Strait of Georgia",2,2,16,"Salish Sea"
"68",0.300825468041664,0.107930685572701,0.0848581459532871,0.491259619937115,"Atnarko","Beuti_sti_scale","Summer/Fall","ATN","North/Central BC",2,2,16,"Salish Sea"
"69",0.302118940804236,0.104126124082545,0.0928063131152297,0.486788254341572,"Columbia Upriver Bright","sst_winter","Fall","URB","Upper Columbia River",2,4,18,"Columbia-Snake"
"70",0.42620096452087,0.104527893528514,0.188148352772899,0.593283853437566,"Columbia River Summers","sst_winter","Summer","SUM","Upper Columbia River",2,3,17,"Columbia-Snake"
"71",0.323210044160675,0.113571230399928,0.0922246692977599,0.522253108584839,"Stillaguamish Fall Fingerling² ","sst_winter","Summer","STL","Central Puget Sound",1,2,16,"Salish Sea"
"72",0.489027711945207,0.162902195484825,0.131019866034236,0.754099550264195,"Skagit Summer Fingerling","sst_winter","Summer","SSF","North Puget Sound",1,3,17,"Salish Sea"
"73",0.273543599951284,0.110025384852591,0.0626627385837056,0.489488303097846,"Salmon River","sst_winter","Fall","SRH","North Oregon Coast",3,4,18,"Oregon Coast"
"74",0.200773237620469,0.0916231829262012,0.0384238672483781,0.383629246372914,"South Puget Sound Fall Fingerling","sst_winter","Fall","SPS","South Puget Sound",1,1,15,"Salish Sea"
"75",0.327389973376743,0.103634393930645,0.112054625241211,0.509018585657766,"Spring Creek Tule","sst_winter","Spring","SPR","Lower Columbia River",2,2,16,"Columbia-Snake"
"76",0.265790338511473,0.103456769909968,0.0676097607791218,0.456091825454397,"Tsoo-Yess Fall Fingerling","sst_winter","Fall","SOO","North Washington Coast",2,1,15,"Washington Coast"
"77",0.261648763524354,0.121549725588788,0.0496810875196014,0.50084191452123,"Skykomish Fall Fingerling","sst_winter","Fall","SKY","Central Puget Sound",1,1,15,"Salish Sea"
"78",0.193225129563267,0.0940174547442147,0.0375080062299409,0.389581106169906,"Skagit Spring Fingerling","sst_winter","Spring","SKF","North Puget Sound",1,2,16,"Salish Sea"
"79",0.252161695894144,0.104616483525505,0.058719494360419,0.448379903762342,"Lower Shuswap River Summer","sst_winter","Summer","SHU","Fraser River",2,1,15,"Salish Sea"
"80",0.12870475827601,0.0715721757961886,0.0198643548451215,0.288574371714977,"Samish Fall Fingerling","sst_winter","Fall","SAM","North Puget Sound",1,1,15,"Salish Sea"
"81",0.346709937367043,0.162692400974754,0.0598727127725431,0.634811577773547,"Quinsam River Fall ","sst_winter","Fall","QUI","Strait of Georgia",2,1,15,"Salish Sea"
"82",0.254087709828038,0.0990146717751587,0.0627196021593697,0.437612906803282,"Queets Fall Fingerling","sst_winter","Fall","QUE","North Washington Coast",2,5,19,"Washington Coast"
"83",0.399071802241739,0.115052455631771,0.149142279450421,0.59201454630873,"Puntledge River Summer","sst_winter","Summer","PPS","Strait of Georgia",2,5,19,"Salish Sea"
"84",0.802956480885051,0.131803428067718,0.443556768924476,0.961771724015925,"Phillips River Fall","sst_winter","Fall","PHI","Strait of Georgia",2,4,18,"Salish Sea"
"85",0.287944049152974,0.119055792121872,0.0623317824131679,0.515894819384066,"Nooksack Spring Fingerling","sst_winter","Spring","NSF","North Puget Sound",1,5,19,"Salish Sea"
"86",0.400036004742873,0.107792395967863,0.163484633238797,0.572058432238026,"Nisqually Fall Fingerling","sst_winter","Fall","NIS","South Puget Sound",1,5,19,"Salish Sea"
"87",0.329166933905732,0.125205514309902,0.0848135333508625,0.554380565954293,"Middle Shuswap","sst_winter","Summer","MSH","Fraser River",2,5,19,"Salish Sea"
"88",0.388448465929808,0.130685186364743,0.126987080931386,0.6385021234924,"Lyons Ferry Fingerling","sst_winter","Fall","LYF","Snake River",2,3,17,"Columbia-Snake"
"89",0.209843433625836,0.0987737307733968,0.0414554175868371,0.406834532365132,"Lewis River Wild","sst_winter","Fall","LRW","Lower Columbia River",2,1,15,"Columbia-Snake"
"90",0.297265111712975,0.100864710662569,0.0909237130761786,0.476901973168173,"Columbia Lower River Hatchery","sst_winter","Fall","LRH","Lower Columbia River",2,5,19,"Columbia-Snake"
"91",0.238578868051377,0.106904429260085,0.0478470070759478,0.446726602836944,"Hoko Fall Fingerling","sst_winter","Fall","HOK","North Washington Coast",2,4,18,"Washington Coast"
"92",0.291672497909837,0.110002230792717,0.0752688589431392,0.494663807728025,"Harrison River","sst_winter","Fall","HAR","Fraser River",2,4,18,"Salish Sea"
"93",0.382300662910949,0.111948376431991,0.140490433066924,0.575654504593305,"Hanford Wild Brights","sst_winter","Fall","HAN","Upper Columbia River",2,2,16,"Columbia-Snake"
"94",0.230096975704368,0.101974555010127,0.048203754792298,0.43037935356648,"Green River Fingerling","sst_winter","Fall","GRN","South Puget Sound",1,4,18,"Salish Sea"
"95",0.437352491819131,0.101698416622365,0.214429640247283,0.60188102434368,"George Adams Fall Fingerling","sst_winter","Summer/Fall","GAD","Hood Canal",1,2,16,"Salish Sea"
"96",0.394196240703433,0.136657938227067,0.101503001246408,0.618904950760531,"Elwha River","sst_winter","Summer/Fall","ELW","Juan de Fuca",2,3,17,"Salish Sea"
"97",0.189169027131347,0.0907436010733359,0.0339341922959029,0.380140242282834,"Elk River","sst_winter","Fall","ELK","Mid Oregon Coast",3,3,17,"Oregon Coast"
"98",0.362752620664403,0.105195898209232,0.132812920133274,0.537887286130962,"Cowlitz Fall Tule","sst_winter","Fall","CWF","Lower Columbia River",2,4,18,"Columbia-Snake"
"99",0.756079959135646,0.0596548364064966,0.607824383838778,0.831598048582971,"Cowichan River Fall","sst_winter","Fall","COW","Strait of Georgia",2,3,17,"Salish Sea"
"100",0.261822414368073,0.101488695101849,0.0669512162644217,0.452978222961183,"Chilliwack River Fall","sst_winter","Fall","CHI","Fraser River",2,3,17,"Salish Sea"
"101",0.30230643062705,0.101788817052214,0.0980870809616756,0.487787356487184,"Big Qualicum River Fall","sst_winter","Fall","BQR","Strait of Georgia",2,2,16,"Salish Sea"
"102",0.398945363072036,0.134814711522001,0.117007660161146,0.616334463037396,"Atnarko","sst_winter","Summer/Fall","ATN","North/Central BC",2,2,16,"Salish Sea"
"103",0.421617700811753,0.112504438637225,0.179452416025027,0.61367730078885,"Columbia Upriver Bright","sst_spring","Fall","URB","Upper Columbia River",2,4,18,"Columbia-Snake"
"104",0.421907810251901,0.102910476019847,0.186873467423437,0.586300886041131,"Columbia River Summers","sst_spring","Summer","SUM","Upper Columbia River",2,3,17,"Columbia-Snake"
"105",0.322104100372453,0.108457624466612,0.0998901463085829,0.50717611232729,"Stillaguamish Fall Fingerling² ","sst_spring","Summer","STL","Central Puget Sound",1,2,16,"Salish Sea"
"106",0.369448315906404,0.151961223436513,0.0827073296380427,0.659234002147642,"Skagit Summer Fingerling","sst_spring","Summer","SSF","North Puget Sound",1,3,17,"Salish Sea"
"107",0.476570733025239,0.11231402711114,0.226869280735273,0.662815211155828,"Salmon River","sst_spring","Fall","SRH","North Oregon Coast",3,4,18,"Oregon Coast"
"108",0.213913682169289,0.0932185034972197,0.0455942279887293,0.394364407679828,"South Puget Sound Fall Fingerling","sst_spring","Fall","SPS","South Puget Sound",1,1,15,"Salish Sea"
"109",0.43509989683438,0.100741977676164,0.214880813816327,0.601565069754309,"Spring Creek Tule","sst_spring","Spring","SPR","Lower Columbia River",2,2,16,"Columbia-Snake"
"110",0.56237730295806,0.112134199840157,0.301486476126348,0.733708691274249,"Tsoo-Yess Fall Fingerling","sst_spring","Fall","SOO","North Washington Coast",2,1,15,"Washington Coast"
"111",0.257869656273542,0.113228334620197,0.0495486736829122,0.476094235322784,"Skykomish Fall Fingerling","sst_spring","Fall","SKY","Central Puget Sound",1,1,15,"Salish Sea"
"112",0.272633615168158,0.113368886957987,0.0617250518274377,0.49002270005713,"Skagit Spring Fingerling","sst_spring","Spring","SKF","North Puget Sound",1,2,16,"Salish Sea"
"113",0.31540929481194,0.113309075359187,0.0894445893766007,0.518970277746968,"Lower Shuswap River Summer","sst_spring","Summer","SHU","Fraser River",2,1,15,"Salish Sea"
"114",0.158362885145903,0.0805781209059333,0.0283789502116505,0.328653936574802,"Samish Fall Fingerling","sst_spring","Fall","SAM","North Puget Sound",1,1,15,"Salish Sea"
"115",0.288458823780331,0.134929797666735,0.0572193685942347,0.559391635395629,"Quinsam River Fall ","sst_spring","Fall","QUI","Strait of Georgia",2,1,15,"Salish Sea"
"116",0.432400377460639,0.0952403254000162,0.212310677785113,0.579551466734795,"Queets Fall Fingerling","sst_spring","Fall","QUE","North Washington Coast",2,5,19,"Washington Coast"
"117",0.323243592800294,0.106045288044744,0.108862402606301,0.514709685389777,"Puntledge River Summer","sst_spring","Summer","PPS","Strait of Georgia",2,5,19,"Salish Sea"
"118",0.834095569819914,0.167794396404389,0.387156854409762,0.994341836878558,"Phillips River Fall","sst_spring","Fall","PHI","Strait of Georgia",2,4,18,"Salish Sea"
"119",0.273972489619628,0.126134710571994,0.051850556791847,0.521523426378748,"Nooksack Spring Fingerling","sst_spring","Spring","NSF","North Puget Sound",1,5,19,"Salish Sea"
"120",0.406422693060682,0.105966750563009,0.172909266969572,0.573512077996671,"Nisqually Fall Fingerling","sst_spring","Fall","NIS","South Puget Sound",1,5,19,"Salish Sea"
"121",0.231493752729663,0.101379373595603,0.0473319070645033,0.424976596753664,"Middle Shuswap","sst_spring","Summer","MSH","Fraser River",2,5,19,"Salish Sea"
"122",0.531922102359198,0.122858341765017,0.254320269218468,0.748250866890115,"Lyons Ferry Fingerling","sst_spring","Fall","LYF","Snake River",2,3,17,"Columbia-Snake"
"123",0.339629646019104,0.112815964798681,0.115462628992006,0.544390255316725,"Lewis River Wild","sst_spring","Fall","LRW","Lower Columbia River",2,1,15,"Columbia-Snake"
"124",0.467830472130405,0.0995477702652739,0.239928888124628,0.628908213015398,"Columbia Lower River Hatchery","sst_spring","Fall","LRH","Lower Columbia River",2,5,19,"Columbia-Snake"
"125",0.303050595829329,0.117867903571007,0.0733009839366164,0.513886289349625,"Hoko Fall Fingerling","sst_spring","Fall","HOK","North Washington Coast",2,4,18,"Washington Coast"
"126",0.26258231993147,0.102527284462591,0.0661690127678783,0.454074783579387,"Harrison River","sst_spring","Fall","HAR","Fraser River",2,4,18,"Salish Sea"
"127",0.435786816306735,0.101192348580502,0.209126703889402,0.598705512697144,"Hanford Wild Brights","sst_spring","Fall","HAN","Upper Columbia River",2,2,16,"Columbia-Snake"
"128",0.206626999024563,0.0919821856211661,0.0421169823053655,0.387644405800714,"Green River Fingerling","sst_spring","Fall","GRN","South Puget Sound",1,4,18,"Salish Sea"
"129",0.438200515406904,0.0993799765055581,0.214358083454285,0.593122802283259,"George Adams Fall Fingerling","sst_spring","Summer/Fall","GAD","Hood Canal",1,2,16,"Salish Sea"
"130",0.358957356362788,0.155099271583343,0.0757839398294618,0.682831095511197,"Elwha River","sst_spring","Summer/Fall","ELW","Juan de Fuca",2,3,17,"Salish Sea"
"131",0.24954199042146,0.101843009103523,0.0537155447890196,0.440931054883778,"Elk River","sst_spring","Fall","ELK","Mid Oregon Coast",3,3,17,"Oregon Coast"
"132",0.481782935165253,0.0915445137236717,0.269464723191941,0.619117744775269,"Cowlitz Fall Tule","sst_spring","Fall","CWF","Lower Columbia River",2,4,18,"Columbia-Snake"
"133",0.776982487972358,0.0544118005616501,0.636714487450609,0.848127492344714,"Cowichan River Fall","sst_spring","Fall","COW","Strait of Georgia",2,3,17,"Salish Sea"
"134",0.232933729165517,0.0918417501937505,0.0571591470737878,0.412632959844969,"Chilliwack River Fall","sst_spring","Fall","CHI","Fraser River",2,3,17,"Salish Sea"
"135",0.288108197204266,0.103009862553732,0.0832013304953857,0.468454755424066,"Big Qualicum River Fall","sst_spring","Fall","BQR","Strait of Georgia",2,2,16,"Salish Sea"
"136",0.222494189138198,0.0972723128189004,0.0458542074485576,0.414652840432195,"Atnarko","sst_spring","Summer/Fall","ATN","North/Central BC",2,2,16,"Salish Sea"
